model,scenario,ssp
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_700,2
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_800f_NDCp,2
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_800f,2
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_800f_COV_NDCp,2
MESSAGEix-GLOBIOM_1.1,NGFS2_Delayed Transition,2
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_800f_COV,2
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_800f,2
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_800f_COV,2
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_800_COV,2
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_800,2
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_900f_NDCp,2
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_900f_COV_NDCp,2
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_900f,2
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_900f_COV,2
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_900f,2
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_900f_COV,2
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_900_COV,2
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_900,2
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_950f_COV_NDCp,2
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_950f_COV,2
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_950_COV,2
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_950_COV_NDCp,2
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_1000f_DR10p,2
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1000f_NDCp,2
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1000f_COV,2
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1000f,2
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1000f_COV_NDCp,2
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1000_COV_NDCp,2
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1000_COV,2
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_1000_DR10p,2
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1000_NDCp,2
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1000,2
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_1000f_COV,2
MESSAGEix-GLOBIOM_1.1,NGFS2_Below 2°C,2
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_1000f,2
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_1000f_DR4p,2
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_1000_COV,2
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_1000,2
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_1000_DR4p,2
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_1000_DR3p,2
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_1000_DR2p,2
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_1000_DR1p,2
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_1000f_DR3p,2
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_1000f_DR2p,2
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_1000f_DR1p,2
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1200f,2
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1200f_NDCp,2
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1200_COV,2
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1200_COV_NDCp,2
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_1200_COV,2
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1200_NDCp,2
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1200,2
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_1200,2
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1200f_COV_NDCp,2
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_1200f_COV,2
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1200f_COV,2
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_1200f,2
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1400f,2
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1400f_NDCp,2
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1400_COV_NDCp,2
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1400_COV,2
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_1400_COV,2
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_1400,2
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1400_NDCp,2
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1400f_COV,2
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1400,2
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_1400f_COV,2
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1400f_COV_NDCp,2
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_1400f,2
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_1600_COV,2
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1600_COV_NDCp,2
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_1600,2
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1600_COV,2
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1600f_COV_NDCp,2
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_1600f,2
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_1600f_COV,2
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1600_NDCp,2
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1600,2
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1600f_NDCp,2
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1600f,2
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1600f_COV,2
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_1800_COV,2
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1800_COV,2
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_1800f_COV,2
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1800_NDCp,2
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1800_COV_NDCp,2
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1800,2
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_1800,2
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1800f_COV,2
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1800f_COV_NDCp,2
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_1800f,2
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1800f_NDCp,2
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1800f,2
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_2000_COV,2
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_2000,2
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_2000f_COV,2
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_2000_COV,2
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_2000_COV_NDCp,2
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_2000f,2
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_2000f_COV_NDCp,2
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_2000f_COV,2
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_2000_NDCp,2
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_2000,2
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_2000f_NDCp,2
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_2000f,2
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_2500,2
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_2500_COV,2
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_2500f,2
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_2500f_COV,2
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_2500_COV,2
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_2500_COV_NDCp,2
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_2500_NDCp,2
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_2500f_COV,2
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_2500,2
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_2500f_COV_NDCp,2
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_2500f_NDCp,2
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_2500f,2
MESSAGEix-GLOBIOM_1.1,NGFS2_Nationally Determined Contributions (NDCs),2
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_3000f_COV,2
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_3000_COV,2
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_3000f,2
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_3000,2
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_3000_COV_NDCp,2
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_3000_COV,2
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_3000f_NDCp,2
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_3000_NDCp,2
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_3000f_COV_NDCp,2
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_3000f_COV,2
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_3000f,2
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_3000,2
MESSAGEix-GLOBIOM_1.1,EN_INDCi2100_COV_NDCp,2
MESSAGEix-GLOBIOM_1.1,EN_INDCi2100_COV,2
MESSAGEix-GLOBIOM_1.1,EN_INDCi2100_NDCp,2
MESSAGEix-GLOBIOM_1.1,EN_INDCi2100,2
MESSAGEix-GLOBIOM_1.1,NGFS2_Current Policies,2
MESSAGEix-GLOBIOM_1.1,EN_NPi2100_COV,2
MESSAGEix-GLOBIOM_1.1,EN_NPi2100,2
MESSAGEix-GLOBIOM_1.1,EN_NoPolicy,2
MESSAGEix-GLOBIOM_1.2,COV_GreenPush,2
MESSAGEix-GLOBIOM_1.2,COV_GreenPush_1000,2
MESSAGEix-GLOBIOM_1.2,COV_GreenPush_550,2
MESSAGEix-GLOBIOM_1.2,COV_GreenPush_max_GDP,2
MESSAGEix-GLOBIOM_1.2,COV_GreenPush_min_GDP,2
MESSAGEix-GLOBIOM_1.2,COV_NoPolicyNoCOVID,2
MESSAGEix-GLOBIOM_1.2,COV_NoPolicyNoCOVID_1000,2
MESSAGEix-GLOBIOM_1.2,COV_NoPolicyNoCOVID_550,2
MESSAGEix-GLOBIOM_1.2,COV_Restore,2
MESSAGEix-GLOBIOM_1.2,COV_Restore_1000,2
MESSAGEix-GLOBIOM_1.2,COV_Restore_550,2
MESSAGEix-GLOBIOM_1.2,COV_SelfReliance,2
MESSAGEix-GLOBIOM_1.2,COV_SelfReliance_1000,2
MESSAGEix-GLOBIOM_1.2,COV_SelfReliance_550,2
MESSAGEix-GLOBIOM_1.2,COV_SelfReliance_max_GDP,2
MESSAGEix-GLOBIOM_1.2,COV_SelfReliance_min_GDP,2
MESSAGEix-GLOBIOM_1.2,COV_SmartUse,2
MESSAGEix-GLOBIOM_1.2,COV_SmartUse_1000,2
MESSAGEix-GLOBIOM_1.2,COV_SmartUse_550,2
MESSAGEix-GLOBIOM_GEI 1.0,SSP2_int_lc_15,2
MESSAGEix-GLOBIOM_GEI 1.0,SSP2_int_lc_50,2
MESSAGEix-GLOBIOM_GEI 1.0,SSP2_int_mc_15,2
MESSAGEix-GLOBIOM_GEI 1.0,SSP2_int_mc_50,2
MESSAGEix-GLOBIOM_GEI 1.0,SSP2_noint_lc_15,2
MESSAGEix-GLOBIOM_GEI 1.0,SSP2_noint_lc_50,2
MESSAGEix-GLOBIOM_GEI 1.0,SSP2_noint_mc_15,2
MESSAGEix-GLOBIOM_GEI 1.0,SSP2_noint_mc_50,2
MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_100,2
MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_120,2
MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_15,2
MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_50,2
MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_80,2
MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_CB400,2
MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_CB450,2
MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_CB500,2
MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_CB550,2
MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_CB600,2
MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_mc_15,2
MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_mc_50,2
POLES ADVANCE,ADVANCE_2020_1.5C-2100,2
POLES ADVANCE,ADVANCE_2020_Med2C,2
POLES ADVANCE,ADVANCE_2020_WB2C,2
POLES ADVANCE,ADVANCE_2030_1.5C-2100,2
POLES ADVANCE,ADVANCE_2030_Med2C,2
POLES ADVANCE,ADVANCE_2030_Price1.5C,2
POLES ADVANCE,ADVANCE_2030_WB2C,2
POLES ADVANCE,ADVANCE_INDC,2
POLES ADVANCE,ADVANCE_NoPolicy,2
POLES ADVANCE,ADVANCE_Reference,2
POLES CD-LINKS,CD-LINKS_NoPolicy,2
POLES EMF30,EMF30_BCOC-EndU,2
POLES EMF30,EMF30_Baseline,2
POLES EMF30,EMF30_D_BCOC-Red,2
POLES EMF30,EMF30_D_CO2-Only,2
POLES EMF30,EMF30_D_Frozen-CH4,2
POLES EMF30,EMF30_D_Frozen-EF,2
POLES EMF30,EMF30_D_Frozen-EF-EndU,2
POLES EMF30,EMF30_D_Frozen-EF-SLCF,2
POLES EMF30,EMF30_Slower-to-faster,2
POLES EMF33,EMF33_Baseline,2
POLES EMF33,EMF33_Med2C_cost100,2
POLES EMF33,EMF33_Med2C_full,2
POLES EMF33,EMF33_Med2C_limbio,2
POLES EMF33,EMF33_Med2C_nobeccs,2
POLES EMF33,EMF33_Med2C_nofuel,2
POLES EMF33,EMF33_Med2C_none,2
POLES EMF33,EMF33_WB2C_cost100,2
POLES EMF33,EMF33_WB2C_full,2
POLES EMF33,EMF33_WB2C_nofuel,2
POLES EMF33,EMF33_tax_hi_full,2
POLES EMF33,EMF33_tax_hi_none,2
POLES EMF33,EMF33_tax_lo_full,2
POLES EMF33,EMF33_tax_lo_none,2
POLES ENGAGE,EN_INDCi2030_1000,2
POLES ENGAGE,EN_INDCi2030_1000_COV,2
POLES ENGAGE,EN_INDCi2030_1000_COV_NDCp,2
POLES ENGAGE,EN_INDCi2030_1000_NDCp,2
POLES ENGAGE,EN_INDCi2030_1000f,2
POLES ENGAGE,EN_INDCi2030_1000f_COV,2
POLES ENGAGE,EN_INDCi2030_1000f_COV_NDCp,2
POLES ENGAGE,EN_INDCi2030_1000f_NDCp,2
POLES ENGAGE,EN_INDCi2030_1200,2
POLES ENGAGE,EN_INDCi2030_1200f,2
POLES ENGAGE,EN_INDCi2030_1400,2
POLES ENGAGE,EN_INDCi2030_1400f,2
POLES ENGAGE,EN_INDCi2030_1600,2
POLES ENGAGE,EN_INDCi2030_1600f,2
POLES ENGAGE,EN_INDCi2030_1800,2
POLES ENGAGE,EN_INDCi2030_1800f,2
POLES ENGAGE,EN_INDCi2030_2000,2
POLES ENGAGE,EN_INDCi2030_2000f,2
POLES ENGAGE,EN_INDCi2030_2500,2
POLES ENGAGE,EN_INDCi2030_2500f,2
POLES ENGAGE,EN_INDCi2030_3000,2
POLES ENGAGE,EN_INDCi2030_3000f,2
POLES ENGAGE,EN_INDCi2030_300f,2
POLES ENGAGE,EN_INDCi2030_400f,2
POLES ENGAGE,EN_INDCi2030_500f,2
POLES ENGAGE,EN_INDCi2030_600f,2
POLES ENGAGE,EN_INDCi2030_600f_COV,2
POLES ENGAGE,EN_INDCi2030_600f_COV_NDCp,2
POLES ENGAGE,EN_INDCi2030_600f_NDCp,2
POLES ENGAGE,EN_INDCi2030_700f,2
POLES ENGAGE,EN_INDCi2030_800f,2
POLES ENGAGE,EN_INDCi2030_900,2
POLES ENGAGE,EN_INDCi2030_900f,2
POLES ENGAGE,EN_INDCi2100,2
POLES ENGAGE,EN_INDCi2100_COV,2
POLES ENGAGE,EN_INDCi2100_COV_NDCp,2
POLES ENGAGE,EN_INDCi2100_NDCp,2
POLES ENGAGE,EN_NPi2020_1000,2
POLES ENGAGE,EN_NPi2020_1000_COV,2
POLES ENGAGE,EN_NPi2020_1000f,2
POLES ENGAGE,EN_NPi2020_1000f_COV,2
POLES ENGAGE,EN_NPi2020_1200,2
POLES ENGAGE,EN_NPi2020_1200f,2
POLES ENGAGE,EN_NPi2020_1400,2
POLES ENGAGE,EN_NPi2020_1400f,2
POLES ENGAGE,EN_NPi2020_1600,2
POLES ENGAGE,EN_NPi2020_1600f,2
POLES ENGAGE,EN_NPi2020_1800,2
POLES ENGAGE,EN_NPi2020_1800f,2
POLES ENGAGE,EN_NPi2020_2000,2
POLES ENGAGE,EN_NPi2020_2000f,2
POLES ENGAGE,EN_NPi2020_2500,2
POLES ENGAGE,EN_NPi2020_2500f,2
POLES ENGAGE,EN_NPi2020_3000,2
POLES ENGAGE,EN_NPi2020_3000f,2
POLES ENGAGE,EN_NPi2020_300f,2
POLES ENGAGE,EN_NPi2020_400f,2
POLES ENGAGE,EN_NPi2020_500,2
POLES ENGAGE,EN_NPi2020_500f,2
POLES ENGAGE,EN_NPi2020_600,2
POLES ENGAGE,EN_NPi2020_600f,2
POLES ENGAGE,EN_NPi2020_600f_COV,2
POLES ENGAGE,EN_NPi2020_700,2
POLES ENGAGE,EN_NPi2020_700f,2
POLES ENGAGE,EN_NPi2020_800,2
POLES ENGAGE,EN_NPi2020_800f,2
POLES ENGAGE,EN_NPi2020_900,2
POLES ENGAGE,EN_NPi2020_900f,2
POLES ENGAGE,EN_NPi2100,2
POLES ENGAGE,EN_NPi2100_COV,2
POLES GECO2019,CO_2Deg2020,2
POLES GECO2019,CO_2Deg2030,2
POLES GECO2019,CO_BAU,2
POLES GECO2019,CO_Bridge,2
POLES GECO2019,CO_Bridge_notax,2
POLES GECO2019,CO_CurPol,2
POLES GECO2019,CO_GPP,2
POLES GECO2019,CO_GPP_notax,2
POLES GECO2019,CO_NDC_2050convergence,2
POLES GECO2019,CO_NDCplus,2
REMIND 1.6,EMF30_BCOC-EndU,2
REMIND 1.6,EMF30_Baseline,2
REMIND 1.6,EMF30_CH4-Only,2
REMIND 1.6,EMF30_D_BCOC-Red,2
REMIND 1.6,EMF30_D_CH4-ClimPolicy,2
REMIND 1.6,EMF30_D_Frozen-CH4,2
REMIND 1.6,EMF30_D_Frozen-EF,2
REMIND 1.6,EMF30_D_Frozen-EF-EndU,2
REMIND 1.6,EMF30_D_Frozen-EF-SLCF,2
REMIND 1.6,EMF30_SLCF,2
REMIND 1.6,EMF30_Slower-Action,2
REMIND 1.6,EMF30_Slower-Action+SLCF,2
REMIND 1.6,EMF30_Slower-to-faster,2
REMIND 1.6,EMF30_Slower-to-faster+SLCF,2
REMIND 1.6,EMF30_Slower-to-faster+SLCF+HFC,2
REMIND 1.7,ADVANCE_2020_1.5C-2100,2
REMIND 1.7,ADVANCE_2020_Med2C,2
REMIND 1.7,ADVANCE_2020_WB2C,2
REMIND 1.7,ADVANCE_2030_1.5C-2100,2
REMIND 1.7,ADVANCE_2030_Med2C,2
REMIND 1.7,ADVANCE_2030_Price1.5C,2
REMIND 1.7,ADVANCE_2030_WB2C,2
REMIND 1.7,ADVANCE_INDC,2
REMIND 1.7,ADVANCE_NoPolicy,2
REMIND 1.7,ADVANCE_Reference,2
REMIND 1.7,CEMICS-1.5-CDR12,2
REMIND 1.7,CEMICS-1.5-CDR20,2
REMIND 1.7,CEMICS-1.5-CDR8,2
REMIND 1.7,CEMICS-2.0-CDR12,2
REMIND 1.7,CEMICS-2.0-CDR20,2
REMIND 1.7,CEMICS-2.0-CDR8,2
REMIND 1.7,CEMICS-Ref,2
REMIND 2.1,CEMICS_GDPgrowth_1p5,2
REMIND 2.1,CEMICS_GDPgrowth_2C,2
REMIND 2.1,CEMICS_HotellingConst_1p5,2
REMIND 2.1,CEMICS_HotellingConst_2C,2
REMIND 2.1,CEMICS_Linear_1p5,2
REMIND 2.1,CEMICS_Linear_2C,2
REMIND 2.1,CEMICS_NPI,2
REMIND 2.1,CEMICS_opt_1p5,2
REMIND 2.1,CEMICS_opt_2C,2
REMIND 2.1,LeastTotalCost_Base_brkLR15_SSP1_P50,1
REMIND 2.1,LeastTotalCost_Base_brkLR15_SSP2_P50,2
REMIND 2.1,LeastTotalCost_Base_brkLR15_SSP5_P50,5
REMIND 2.1,LeastTotalCost_Base_brkSR15_SSP1_P50,1
REMIND 2.1,LeastTotalCost_Base_brkSR15_SSP2_P50,2
REMIND 2.1,LeastTotalCost_Base_brkSR15_SSP5_P50,5
REMIND 2.1,LeastTotalCost_CBA_brkLR15_SSP2_P50,2
REMIND 2.1,LeastTotalCost_CBA_brkSR15_SSP2_P50,2
REMIND 2.1,LeastTotalCost_CEA_brkLR15_SSP2_P50,2
REMIND 2.1,LeastTotalCost_CEA_brkSR15_SSP2_P50,2
REMIND 2.1,LeastTotalCost_LTC_brkLR15_SSP1_P50,1
REMIND 2.1,LeastTotalCost_LTC_brkLR15_SSP2_P50,2
REMIND 2.1,LeastTotalCost_LTC_brkLR15_SSP5_P50,5
REMIND 2.1,LeastTotalCost_LTC_brkSR15_SSP1_P50,1
REMIND 2.1,LeastTotalCost_LTC_brkSR15_SSP2_P50,2
REMIND 2.1,LeastTotalCost_LTC_brkSR15_SSP5_P50,5
REMIND 2.1,LeastTotalCost_NDC_brkLR15_SSP2_P50,2
REMIND 2.1,LeastTotalCost_NDC_brkSR15_SSP2_P50,2
REMIND 2.1,LeastTotalCost_NPi_brkLR15_SSP1_P50,1
REMIND 2.1,LeastTotalCost_NPi_brkLR15_SSP2_P50,2
REMIND 2.1,LeastTotalCost_NPi_brkLR15_SSP5_P50,5
REMIND 2.1,LeastTotalCost_NPi_brkSR15_SSP1_P50,1
REMIND 2.1,LeastTotalCost_NPi_brkSR15_SSP2_P50,2
REMIND 2.1,LeastTotalCost_NPi_brkSR15_SSP5_P50,5
REMIND 2.1,R2p1_SSP1-Base,1
REMIND 2.1,R2p1_SSP1-NDC,1
REMIND 2.1,R2p1_SSP1-NPi,1
REMIND 2.1,R2p1_SSP1-PkBudg1100,1
REMIND 2.1,R2p1_SSP1-PkBudg1300,1
REMIND 2.1,R2p1_SSP1-PkBudg900,1
