model,scenario,ssp
REMIND 2.1,R2p1_SSP2-Base,2
REMIND 2.1,R2p1_SSP2-NDC,2
REMIND 2.1,R2p1_SSP2-NPi,2
REMIND 2.1,R2p1_SSP2-PkBudg1100,2
REMIND 2.1,R2p1_SSP2-PkBudg1300,2
REMIND 2.1,R2p1_SSP2-PkBudg900,2
REMIND 2.1,R2p1_SSP5-Base,5
REMIND 2.1,R2p1_SSP5-NDC,5
REMIND 2.1,R2p1_SSP5-NPi,5
REMIND 2.1,R2p1_SSP5-PkBudg1100,5
REMIND 2.1,R2p1_SSP5-PkBudg1300,5
REMIND 2.1,R2p1_SSP5-PkBudg900,5
REMIND 2.1,TechCost-SSP2-B1100-bioH,2
REMIND 2.1,TechCost-SSP2-B1100-ccsH,2
REMIND 2.1,TechCost-SSP2-B1100-coalH,2
REMIND 2.1,TechCost-SSP2-B1100-elh2H,2
REMIND 2.1,TechCost-SSP2-B1100-gasH,2
REMIND 2.1,TechCost-SSP2-B1100-nucH,2
REMIND 2.1,TechCost-SSP2-B1100-oilH,2
REMIND 2.1,TechCost-SSP2-B1100-spvH,2
REMIND 2.1,TechCost-SSP2-B1100-windH,2
REMIND-Buildings 2.0,BEG-Base,2
REMIND-Buildings 2.0,BEG-Budg600,2
REMIND-Buildings 2.0,BEG-Budg600-EG,2
REMIND-Buildings 2.0,BEG-EG,2
REMIND-MAgPIE 1.5,SSP1-19,1
REMIND-MAgPIE 1.5,SSP1-26,1
REMIND-MAgPIE 1.5,SSP1-34,1
REMIND-MAgPIE 1.5,SSP1-45,1
REMIND-MAgPIE 1.5,SSP1-Baseline,1
REMIND-MAgPIE 1.5,SSP2-19,2
REMIND-MAgPIE 1.5,SSP2-26,2
REMIND-MAgPIE 1.5,SSP2-34,2
REMIND-MAgPIE 1.5,SSP2-45,2
REMIND-MAgPIE 1.5,SSP2-60,2
REMIND-MAgPIE 1.5,SSP2-Baseline,2
REMIND-MAgPIE 1.5,SSP5-19,5
REMIND-MAgPIE 1.5,SSP5-26,5
REMIND-MAgPIE 1.5,SSP5-34,5
REMIND-MAgPIE 1.5,SSP5-45,5
REMIND-MAgPIE 1.5,SSP5-60,5
REMIND-MAgPIE 1.5,SSP5-Baseline,5
REMIND-MAgPIE 1.7-3.0,CD-LINKS_INDC2030i_1000,2
REMIND-MAgPIE 1.7-3.0,CD-LINKS_INDC2030i_1600,2
REMIND-MAgPIE 1.7-3.0,CD-LINKS_INDC2030i_400,2
REMIND-MAgPIE 1.7-3.0,CD-LINKS_INDCi,2
REMIND-MAgPIE 1.7-3.0,CD-LINKS_NDC2030i_1000,2
REMIND-MAgPIE 1.7-3.0,CD-LINKS_NPi,2
REMIND-MAgPIE 1.7-3.0,CD-LINKS_NPi2020_1000,2
REMIND-MAgPIE 1.7-3.0,CD-LINKS_NPi2020_1600,2
REMIND-MAgPIE 1.7-3.0,CD-LINKS_NPi2020_400,2
REMIND-MAgPIE 1.7-3.0,CD-LINKS_NoPolicy,2
REMIND-MAgPIE 1.7-3.0,CO_2Deg2020,2
REMIND-MAgPIE 1.7-3.0,CO_2Deg2030,2
REMIND-MAgPIE 1.7-3.0,CO_BAU,2
REMIND-MAgPIE 1.7-3.0,CO_Bridge,2
REMIND-MAgPIE 1.7-3.0,CO_CurPol,2
REMIND-MAgPIE 1.7-3.0,CO_GPP,2
REMIND-MAgPIE 1.7-3.0,CO_NDCplus,2
REMIND-MAgPIE 1.7-3.0,EMF33_1.5C_cost100,2
REMIND-MAgPIE 1.7-3.0,EMF33_1.5C_full,2
REMIND-MAgPIE 1.7-3.0,EMF33_1.5C_nofuel,2
REMIND-MAgPIE 1.7-3.0,EMF33_Baseline,2
REMIND-MAgPIE 1.7-3.0,EMF33_Med2C_cost100,2
REMIND-MAgPIE 1.7-3.0,EMF33_Med2C_full,2
REMIND-MAgPIE 1.7-3.0,EMF33_Med2C_limbio,2
REMIND-MAgPIE 1.7-3.0,EMF33_Med2C_nobeccs,2
REMIND-MAgPIE 1.7-3.0,EMF33_Med2C_nofuel,2
REMIND-MAgPIE 1.7-3.0,EMF33_Med2C_none,2
REMIND-MAgPIE 1.7-3.0,EMF33_WB2C_cost100,2
REMIND-MAgPIE 1.7-3.0,EMF33_WB2C_full,2
REMIND-MAgPIE 1.7-3.0,EMF33_WB2C_limbio,2
REMIND-MAgPIE 1.7-3.0,EMF33_WB2C_nobeccs,2
REMIND-MAgPIE 1.7-3.0,EMF33_WB2C_nofuel,2
REMIND-MAgPIE 1.7-3.0,EMF33_WB2C_none,2
REMIND-MAgPIE 1.7-3.0,EMF33_tax_hi_full,2
REMIND-MAgPIE 1.7-3.0,EMF33_tax_hi_none,2
REMIND-MAgPIE 1.7-3.0,EMF33_tax_lo_full,2
REMIND-MAgPIE 1.7-3.0,EMF33_tax_lo_none,2
REMIND-MAgPIE 1.7-3.0,PEP_1p5C_full_NDC,2
REMIND-MAgPIE 1.7-3.0,PEP_1p5C_full_eff,2
REMIND-MAgPIE 1.7-3.0,PEP_1p5C_full_goodpractice,2
REMIND-MAgPIE 1.7-3.0,PEP_1p5C_full_netzero,2
REMIND-MAgPIE 1.7-3.0,PEP_1p5C_red_eff,2
REMIND-MAgPIE 1.7-3.0,PEP_2C_full_NDC,2
REMIND-MAgPIE 1.7-3.0,PEP_2C_full_eff,2
REMIND-MAgPIE 1.7-3.0,PEP_2C_full_goodpractice,2
REMIND-MAgPIE 1.7-3.0,PEP_2C_full_netzero,2
REMIND-MAgPIE 1.7-3.0,PEP_2C_red_NDC,2
REMIND-MAgPIE 1.7-3.0,PEP_2C_red_eff,2
REMIND-MAgPIE 1.7-3.0,PEP_2C_red_goodpractice,2
REMIND-MAgPIE 1.7-3.0,PEP_2C_red_netzero,2
REMIND-MAgPIE 1.7-3.0,PEP_NDC,2
REMIND-MAgPIE 1.7-3.0,PEP_NPi,2
REMIND-MAgPIE 1.7-3.0,PEP_NoPolicy,2
REMIND-MAgPIE 1.7-3.0,PEP_goodpractice,2
REMIND-MAgPIE 1.7-3.0,PEP_netzero,2
REMIND-MAgPIE 1.7-3.0,SMP_2C_lifesty,2
REMIND-MAgPIE 1.7-3.0,SMP_REF_Def,2
REMIND-MAgPIE 1.7-3.0,SMP_REF_Sust,2
REMIND-MAgPIE 2.0-4.1,Diff_1300Gt_hybrid_def,2
REMIND-MAgPIE 2.0-4.1,Diff_1300Gt_no-transfer_def,2
REMIND-MAgPIE 2.0-4.1,Diff_1300Gt_uniform-pricing_def,2
REMIND-MAgPIE 2.0-4.1,Diff_No-policy_baseline,2
REMIND-MAgPIE 2.1-4.2,CEMICS_SSP1-1p5C-fullCDR,1
REMIND-MAgPIE 2.1-4.2,CEMICS_SSP1-1p5C-minCDR,1
REMIND-MAgPIE 2.1-4.2,CEMICS_SSP1-Npi,1
REMIND-MAgPIE 2.1-4.2,CEMICS_SSP2-1p5C-fullCDR,2
REMIND-MAgPIE 2.1-4.2,CEMICS_SSP2-1p5C-minCDR,2
REMIND-MAgPIE 2.1-4.2,CEMICS_SSP2-2C-fullCDR,2
REMIND-MAgPIE 2.1-4.2,CEMICS_SSP2-2C-minCDR,2
REMIND-MAgPIE 2.1-4.2,CEMICS_SSP2-Npi,2
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_1000,2
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_1000_COV,2
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_1000_COV_NDCp,2
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_1000_NDCp,2
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_1000f,2
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_1000f_COV,2
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_1000f_COV_NDCp,2
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_1000f_NDCp,2
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_1200,2
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_1200f,2
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_1400,2
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_1400f,2
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_1600,2
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_1600f,2
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_1800,2
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_1800f,2
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_2000,2
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_2000f,2
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_2500,2
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_2500f,2
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_3000,2
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_3000f,2
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_300f,2
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_400f,2
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_500f,2
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600_COV,2
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600_COV_NDCp,2
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f,2
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f_COV,2
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f_COV_NDCp,2
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f_NDCp,2
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_700,2
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_700f,2
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_800,2
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_800f,2
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_900,2
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_900f,2
REMIND-MAgPIE 2.1-4.2,EN_INDCi2100,2
REMIND-MAgPIE 2.1-4.2,EN_INDCi2100_COV,2
REMIND-MAgPIE 2.1-4.2,EN_INDCi2100_COV_NDCp,2
REMIND-MAgPIE 2.1-4.2,EN_INDCi2100_NDCp,2
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_1000,2
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_1000_COV,2
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_1000f,2
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_1000f_COV,2
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_1200,2
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_1200f,2
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_1400,2
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_1400f,2
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_1600,2
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_1600f,2
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_1800,2
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_1800f,2
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_2000,2
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_2000f,2
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_200f,2
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_2500,2
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_2500f,2
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_3000,2
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_3000f,2
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_300f,2
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_400,2
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_400f,2
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_500,2
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_500f,2
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_600,2
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_600_COV,2
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_600f,2
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_600f_COV,2
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_700,2
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_700f,2
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_800,2
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_800f,2
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_900,2
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_900f,2
REMIND-MAgPIE 2.1-4.2,EN_NPi2100,2
REMIND-MAgPIE 2.1-4.2,EN_NPi2100_COV,2
REMIND-MAgPIE 2.1-4.2,EN_NoPolicy,2
REMIND-MAgPIE 2.1-4.2,NGFS2_Below 2°C,2
REMIND-MAgPIE 2.1-4.2,NGFS2_Below 2°C - IPD-95th,2
REMIND-MAgPIE 2.1-4.2,NGFS2_Below 2°C - IPD-median,2
REMIND-MAgPIE 2.1-4.2,NGFS2_Current Policies,2
REMIND-MAgPIE 2.1-4.2,NGFS2_Current Policies - IPD-95th,2
REMIND-MAgPIE 2.1-4.2,NGFS2_Current Policies - IPD-median,2
REMIND-MAgPIE 2.1-4.2,NGFS2_Delayed Transition,2
REMIND-MAgPIE 2.1-4.2,NGFS2_Divergent Net Zero Policies,2
REMIND-MAgPIE 2.1-4.2,NGFS2_Nationally Determined Contributions (NDCs),2
REMIND-MAgPIE 2.1-4.2,NGFS2_Net-Zero 2050,
REMIND-MAgPIE 2.1-4.2,NGFS2_Net-Zero 2050 - IPD-95th,
REMIND-MAgPIE 2.1-4.2,NGFS2_Net-Zero 2050 - IPD-median,
REMIND-MAgPIE 2.1-4.2,SusDev_SDP-NPi,2
REMIND-MAgPIE 2.1-4.2,SusDev_SDP-PkBudg1000,2
REMIND-MAgPIE 2.1-4.2,SusDev_SSP1-NDC,1
REMIND-MAgPIE 2.1-4.2,SusDev_SSP1-NPi,1
REMIND-MAgPIE 2.1-4.2,SusDev_SSP1-PkBudg900,1
REMIND-MAgPIE 2.1-4.2,SusDev_SSP2-NDC,2
REMIND-MAgPIE 2.1-4.2,SusDev_SSP2-NPi,2
REMIND-MAgPIE 2.1-4.2,SusDev_SSP2-PkBudg900,2
REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_ HighRE_Budg1100,2
REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_ HighRE_Budg1300,2
REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_ HighRE_Budg900,2
REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_Base,2
REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_Npi,2
REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_def_Budg1100,2
REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_def_Budg1300,2
REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_def_Budg900,2
REMIND-Transport 2.1,Transport_Budg1100_Conv,2
REMIND-Transport 2.1,Transport_Budg1100_Conv-LowD,2
REMIND-Transport 2.1,Transport_Budg1100_ConvSyn,2
REMIND-Transport 2.1,Transport_Budg1100_ElecPush,2
REMIND-Transport 2.1,Transport_Budg1100_ElecPush-LowD,2
REMIND-Transport 2.1,Transport_Budg1100_H2Push,2
REMIND-Transport 2.1,Transport_NDC_Conv,2
REMIND-Transport 2.1,Transport_NPi_Conv,2
TIAM-ECN 1.1,EN_INDCi2030_1000,2
TIAM-ECN 1.1,EN_INDCi2030_1000_COV,2
TIAM-ECN 1.1,EN_INDCi2030_1000_NDCp,2
TIAM-ECN 1.1,EN_INDCi2030_1000f,2
TIAM-ECN 1.1,EN_INDCi2030_1000f_COV,2
TIAM-ECN 1.1,EN_INDCi2030_1000f_NDCp,2
TIAM-ECN 1.1,EN_INDCi2030_1200,2
TIAM-ECN 1.1,EN_INDCi2030_1200f,2
TIAM-ECN 1.1,EN_INDCi2030_1400,2
TIAM-ECN 1.1,EN_INDCi2030_1400f,2
TIAM-ECN 1.1,EN_INDCi2030_1600,2
TIAM-ECN 1.1,EN_INDCi2030_1600f,2
TIAM-ECN 1.1,EN_INDCi2030_2000,2
TIAM-ECN 1.1,EN_INDCi2030_2000f,2
TIAM-ECN 1.1,EN_INDCi2030_2500,2
TIAM-ECN 1.1,EN_INDCi2030_2500f,2
TIAM-ECN 1.1,EN_INDCi2030_3000,2
TIAM-ECN 1.1,EN_INDCi2030_3000f,2
TIAM-ECN 1.1,EN_INDCi2030_900,2
TIAM-ECN 1.1,EN_INDCi2030_900f,2
TIAM-ECN 1.1,EN_INDCi2100,2
TIAM-ECN 1.1,EN_INDCi2100_COV,2
TIAM-ECN 1.1,EN_INDCi2100_NDCp,2
TIAM-ECN 1.1,EN_NPi2020_1000,2
TIAM-ECN 1.1,EN_NPi2020_1000_COV,2
TIAM-ECN 1.1,EN_NPi2020_1000f,2
TIAM-ECN 1.1,EN_NPi2020_1000f_COV,2
TIAM-ECN 1.1,EN_NPi2020_1200,2
TIAM-ECN 1.1,EN_NPi2020_1200f,2
TIAM-ECN 1.1,EN_NPi2020_1400,2
TIAM-ECN 1.1,EN_NPi2020_1400f,2
TIAM-ECN 1.1,EN_NPi2020_1600,2
TIAM-ECN 1.1,EN_NPi2020_1600f,2
TIAM-ECN 1.1,EN_NPi2020_2000,2
TIAM-ECN 1.1,EN_NPi2020_2000f,2
TIAM-ECN 1.1,EN_NPi2020_2500,2
TIAM-ECN 1.1,EN_NPi2020_2500f,2
TIAM-ECN 1.1,EN_NPi2020_3000,2
TIAM-ECN 1.1,EN_NPi2020_3000f,2
TIAM-ECN 1.1,EN_NPi2020_800,2
TIAM-ECN 1.1,EN_NPi2020_800f,2
TIAM-ECN 1.1,EN_NPi2020_900,2
TIAM-ECN 1.1,EN_NPi2020_900f,2
TIAM-ECN 1.1,EN_NPi2100,2
TIAM-ECN 1.1,EN_NPi2100_COV,2
WITCH 4.6,DISCRATE_Ref_dr2p,2
WITCH 4.6,DISCRATE_Ref_dr3p,2
WITCH 4.6,DISCRATE_Ref_dr4p,2
WITCH 4.6,DISCRATE_Ref_dr5p,2
WITCH 5.0,CO_2Deg2020,2
WITCH 5.0,CO_2Deg2030,2
WITCH 5.0,CO_BAU,2
WITCH 5.0,CO_Bridge,2
WITCH 5.0,CO_CurPol,2
WITCH 5.0,CO_GPP,2
WITCH 5.0,CO_NDC_2050convergence,2
WITCH 5.0,CO_NDCplus,2
WITCH 5.0,EN_INDCi2030_1000,2
WITCH 5.0,EN_INDCi2030_1000_NDCp,2
WITCH 5.0,EN_INDCi2030_1000f,2
WITCH 5.0,EN_INDCi2030_1000f_NDCp,2
WITCH 5.0,EN_INDCi2030_1200,2
WITCH 5.0,EN_INDCi2030_1200_NDCp,2
WITCH 5.0,EN_INDCi2030_1200f,2
WITCH 5.0,EN_INDCi2030_1200f_NDCp,2
WITCH 5.0,EN_INDCi2030_1400,2
WITCH 5.0,EN_INDCi2030_1400_NDCp,2
WITCH 5.0,EN_INDCi2030_1400f,2
WITCH 5.0,EN_INDCi2030_1400f_NDCp,2
WITCH 5.0,EN_INDCi2030_1600,2
WITCH 5.0,EN_INDCi2030_1600_NDCp,2
WITCH 5.0,EN_INDCi2030_1600f,2
WITCH 5.0,EN_INDCi2030_1600f_NDCp,2
WITCH 5.0,EN_INDCi2030_1800,2
WITCH 5.0,EN_INDCi2030_1800_NDCp,2
WITCH 5.0,EN_INDCi2030_1800f,2
WITCH 5.0,EN_INDCi2030_1800f_NDCp,2
WITCH 5.0,EN_INDCi2030_2000,2
WITCH 5.0,EN_INDCi2030_2000_NDCp,2
WITCH 5.0,EN_INDCi2030_2000f,2
WITCH 5.0,EN_INDCi2030_2000f_NDCp,2
WITCH 5.0,EN_INDCi2030_2500,2
WITCH 5.0,EN_INDCi2030_2500_NDCp,2
WITCH 5.0,EN_INDCi2030_2500f,2
WITCH 5.0,EN_INDCi2030_2500f_NDCp,2
WITCH 5.0,EN_INDCi2030_3000,2
WITCH 5.0,EN_INDCi2030_3000_NDCp,2
WITCH 5.0,EN_INDCi2030_3000f,2
WITCH 5.0,EN_INDCi2030_3000f_NDCp,2
WITCH 5.0,EN_INDCi2030_500f,2
WITCH 5.0,EN_INDCi2030_600f,2
WITCH 5.0,EN_INDCi2030_600f_NDCp,2
WITCH 5.0,EN_INDCi2030_700f,2
WITCH 5.0,EN_INDCi2030_700f_NDCp,2
WITCH 5.0,EN_INDCi2030_800,2
WITCH 5.0,EN_INDCi2030_800_NDCp,2
WITCH 5.0,EN_INDCi2030_800f,2
WITCH 5.0,EN_INDCi2030_800f_NDCp,2
WITCH 5.0,EN_INDCi2030_900,2
WITCH 5.0,EN_INDCi2030_900_NDCp,2
WITCH 5.0,EN_INDCi2030_900f,2
WITCH 5.0,EN_INDCi2030_900f_NDCp,2
WITCH 5.0,EN_INDCi2100,2
WITCH 5.0,EN_INDCi2100_NDCp,2
WITCH 5.0,EN_NPi2020_1000,2
WITCH 5.0,EN_NPi2020_1000f,2
WITCH 5.0,EN_NPi2020_1200,2
WITCH 5.0,EN_NPi2020_1200f,2
WITCH 5.0,EN_NPi2020_1400,2
WITCH 5.0,EN_NPi2020_1400f,2
WITCH 5.0,EN_NPi2020_1600,2
WITCH 5.0,EN_NPi2020_1600f,2
WITCH 5.0,EN_NPi2020_1800,2
WITCH 5.0,EN_NPi2020_1800f,2
WITCH 5.0,EN_NPi2020_2000,2
WITCH 5.0,EN_NPi2020_2000f,2
WITCH 5.0,EN_NPi2020_2500,2
WITCH 5.0,EN_NPi2020_2500f,2
WITCH 5.0,EN_NPi2020_3000,2
WITCH 5.0,EN_NPi2020_3000f,2
WITCH 5.0,EN_NPi2020_400f,2
WITCH 5.0,EN_NPi2020_450,2
WITCH 5.0,EN_NPi2020_450f,2
WITCH 5.0,EN_NPi2020_500,2
WITCH 5.0,EN_NPi2020_500f,2
WITCH 5.0,EN_NPi2020_600,2
WITCH 5.0,EN_NPi2020_600f,2
WITCH 5.0,EN_NPi2020_700,2
WITCH 5.0,EN_NPi2020_700f,2
WITCH 5.0,EN_NPi2020_800,2
WITCH 5.0,EN_NPi2020_800f,2
WITCH 5.0,EN_NPi2020_900,2
WITCH 5.0,EN_NPi2020_900f,2
WITCH 5.0,EN_NPi2100,2
WITCH 5.0,EN_NoPolicy,2
WITCH-GLOBIOM 3.1,SSP1-19,1
WITCH-GLOBIOM 3.1,SSP1-Baseline,1
WITCH-GLOBIOM 3.1,SSP2-Baseline,2
WITCH-GLOBIOM 3.1,SSP3-Baseline,3
WITCH-GLOBIOM 3.1,SSP4-19,4
WITCH-GLOBIOM 3.1,SSP4-Baseline,4
WITCH-GLOBIOM 3.1,SSP5-Baseline,5
WITCH-GLOBIOM 4.2,ADVANCE_NoPolicy,2
WITCH-GLOBIOM 4.2,EMF30_BCOC-EndU,2
WITCH-GLOBIOM 4.2,EMF30_Baseline,2
WITCH-GLOBIOM 4.2,EMF30_CH4-Only,2
WITCH-GLOBIOM 4.2,EMF30_D_BCOC-Red,2
WITCH-GLOBIOM 4.2,EMF30_D_Frozen-CH4,2
WITCH-GLOBIOM 4.2,EMF30_D_Frozen-EF,2
WITCH-GLOBIOM 4.2,EMF30_D_Frozen-EF-EndU,2
WITCH-GLOBIOM 4.2,EMF30_D_Frozen-EF-SLCF,2
WITCH-GLOBIOM 4.2,EMF30_SLCF,2
WITCH-GLOBIOM 4.4,CD-LINKS_INDC2030i_1600,2
WITCH-GLOBIOM 4.4,CD-LINKS_INDCi,2
WITCH-GLOBIOM 4.4,CD-LINKS_NDC2030i_1000,2
WITCH-GLOBIOM 4.4,CD-LINKS_NPi,2
WITCH-GLOBIOM 4.4,CD-LINKS_NPi2020_1000,2
WITCH-GLOBIOM 4.4,CD-LINKS_NPi2020_1600,2
WITCH-GLOBIOM 4.4,CD-LINKS_NPi2020_400,2
WITCH-GLOBIOM 4.4,CD-LINKS_NoPolicy,2
